params,molecule,choice,fails,time,weight,logp
40 maxMarginalStrength true false 2 1 1800 1750 2250 -200 -100 3 3 true,C#CC(C1TC(C2TC=NC2)C(C=CC3TCTTC3)=C1)C__,43,2,119459,2230,-149
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 4 true,O(c1sc2c(TO[C@H](S(Br))C[TH+]2)c1R)SO[O-],2583,1236,389362,3162,-115
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 3 true,[O-]TTTTTSN([C@](=C(Cl))[C@@]1)[C@H]1OC#N,664,301,324477,1906,-317
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 2 true,[N+]TOT[TH+]Oc1[nH]ncc1N(TC2(I))C2[C@@]F,449,203,201431,3129,-308
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 3 3 true,Xc1cc2c(O[C@]=NC2(=[N+]3(OT3)))n1T[C@]CC,1826,855,727647,1890,-107
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 1 2 true,N1C[C@](R)TTCN(S[N+][N+]TC#CCCC[C@H])T1_,61,15,30227,2141,108
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 4 true,S(F)c1[nH]nc([C@](=CBr)(I))c1TT[N+]\C=N/T,535,242,105125,3889,-111
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 2 true,ClC[TH+]N=N[N+][C@](CC)=N[TH+](SN1)[N+]1F,27,2,28245,2286,-386
40 maxMarginal true false 2 1 1800 3750 4250 100 200 1 3 true,C(CC(COCCTCC)CCOCC(CCTCCTCCC)C1CTCCC1)C_,146,53,97656,3800,171
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 3 true,Xc1[nH]nnc1O[C@@H](X)CSOTCC=CC(C(Br))[O-],66,19,27610,3210,-186
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 -200 -100 3 3 true,COC1CC(C2TC(CCOCC#CC(CTCC3TTC=C3))C2)TC1,35,0,107945,2860,-102
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 3 true,XN(C(OSN=NCSC[N+]C)([C@@H]C1)C1O2)C2CCTF,632,276,225293,3092,105
40 maxMarginal true false 2 1 1800 3750 4250 -200 -100 3 4 true,C1CC(CC(CTCTCC2TC(CI)C(C3TCTCCC3)C2))SC1,547,256,294181,4180,-113
40 maxMarginalLDS true false 2 1 1800 3750 4250 -200 -100 3 4 true,C1CC(CC(COCOCSC2SC(C(CX)C3OTTC3)OC2))SC1,78,6,199431,3783,-105
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 4 true,RTc1cnc([TH+]c2oc(Cl)c(Cl)c2c3onnc3T(Br))o1,26,1,46341,3499,96
40 maxMarginalStrength true false 2 1 1800 3750 4250 100 200 1 3 true,C1CC(C(CC(CCTC)CCTCTCCCCCOCTCCCCCTC))CC1,52,6,80299,3780,175
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 3 4 true,c1[nH]ncc1[TH+](I)C(C(OTC2(Cl))N2OON3)N3F,92,35,40967,3754,-316
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 100 200 1 4 true,C1CC(CC(C(CC)CTCCOCTC(OCCOCOCCCCCT)))SC1,194,16,188466,4021,175
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 4 true,BrOc1snc(O[C@@H]N(=NC(Cl)(C)Cl))c1c2nccn2TT,898,410,234754,3980,100
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 3 true,F/C=C(O[N+]/N=[N+](X)/C(OTTC1TN1))\[C@H],573,256,348132,1760,-336
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 2 true,c1c([C@@]I)nnn1TTTC([C@@]N2)N2[C@][C@@H],1043,480,306064,2899,-304
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 2 true,[O-]c1c(Br)[nH]nc1SCN=C([TH+]SOC[TH3+])SCBr,1051,481,308582,4221,-324
40 maxMarginalLDS true false 2 1 1800 1750 2250 -200 -100 2 3 true,C1CC(C(C#CC(CC=C[C@])=C=CTC2TTTC2))TC1__,39,0,100858,2100,-114
40 maxMarginal true false 2 1 1800 1750 2250 -200 -100 2 3 true,C1CC(C(C#CC(CC=C[C@])=C=CTC2TTTC2))TC1__,39,0,103671,2100,-114
40 maxMarginalLDS true false 2 1 1800 2750 3250 100 200 1 2 true,C(CC(CSC)C#CC=CCC=C=C=C=C)CCCTTTC1CTCTC1,41,0,68477,3241,159
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 3 3 true,N1=NN(SN2([TH+](c3ccccc3)))N2C[TH+]TCO1_,660,298,378426,2231,-171
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 4 true,[TH+]\C(c1oc(I)c(SOSCCl)c1TN(T)OX)=[C@]/C,265,106,80703,3926,-101
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 4 true,O1S(=O)(=O)N(OCC\C(CCl)=C\[C@])SN=[C@]OT1,26,0,20813,2967,104
40 maxMarginal true false 2 1 1800 1750 2250 -400 -300 1 3 true,C(C(C(C=C=C)COC#C[N+]C=CTC1TTTTC1))C____,127,46,118148,2160,-311
40 maxMarginalLDS true false 2 1 1800 1750 2250 -400 -300 1 3 true,C(C(C(C=C=C=C=C=T)=NC#COCC1TTTTC1))C____,108,11,135444,2090,-339
40 maxMarginalStrength true false 2 1 1800 0 5000 -400 500 3 4 true,C1C(TC(C2CCCC(OC3OC3(CCCTCCCCC))C2))SCC1,1254,607,420716,3521,282
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 3 true,S(Br)/[TH+]=[N+](N(=NCTOCOSCSCCCC1CC1))/C,119,45,31063,3882,120
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 2 true,O1C=CC(F)(Oc2ccnn2[N+]=NC=T)C=NT[TH+]1__,1737,816,633874,2220,-166
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 2 true,R[C@H](I)C(TN1OST1)TSCC#[C@@][C@@H][N+]Br,2909,1386,646939,3940,-307
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 3 3 true,Clc1c[nH]cc1O\[C@@]=C(N2N(C3TTC3(X))O2)\C,173,73,61380,2245,-146
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 4 true,BrCc1c(X)c(N(=NOC\N=[TH+]\C(T)))sc1S[N+]C,38,5,51174,3231,103
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 100 200 1 2 true,CCCC(C(C=C=C[C@H]TOTCTOC1TTC=C1))C______,75,11,91458,2200,110
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 3 true,c1onc(X)c1N(R)N(N=NN=[C@]CCCCCCSBr)[C@@]C,37,4,36645,3750,162
40 maxMarginalLDS true false 2 1 1800 0 5000 -400 500 1 3 true,C(CCCCCC(CCCCC(C1CCTC1)CCCTCCTCTCCTCC))C,230,18,205083,3760,299
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 2 true,Cl[C@H]=NOTCc1oc(T[TH+](R)OC[C@H]N2)c2c1X,601,268,224381,2155,-165
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 3 true,COO/C(c1oncc1c2scnc2O[N+](Cl)(C))=[C@H]/C,1066,486,386226,3166,113
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 3 true,N#COTOc1cocc1c2onnc2OC[C@](=C(C(CCl)Br))CX,1243,572,245583,4024,-140
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 3 true,[O-]Oc1[nH]c2c(OC[N+]S[N+]2(=T))c1C(=T)I,4384,2114,851219,3240,-191
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 4 true,N(Br)(c1[nH]ccn1)OCC#CSSC2(C(C)T2)T\C=N/S,2952,1406,607771,3762,145
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 2 true,ClT[TH+]=NTc1ocnc1TSOC#CC([TH+]=C2(F))C2Br,1922,899,487958,3235,-326
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 3 2 true,IN1STS[TH+][TH+]N(COC2(CC3CT3))[C@H]2T1_,264,107,118136,3161,-343
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 2 true,C[N+]=NO[C@]#[C@@]c1snnc1OSC(C2(OC2)Cl)TBr,348,146,134453,3846,-127
40 maxMarginalStrength true false 2 1 1800 1750 2250 -400 -300 3 4 true,O=CC(C1TC(C2=CTTC2(C(C#C)TC3OT3))CC1)C__,100,32,127105,2140,-320
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 3 4 true,c1sc(c2cc(X)no2)c(c3cocn3)c1OO[C@](=C)TI,1086,497,415606,4000,-119
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 4 true,ClN=CON=NN=CTc1sc(C)cc1CC(C(F)=C2(SBr))N2X,34,1,40845,4246,282
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 2 true,CT[N+]/[N+]=C([C@@]S\N=[TH+]\N(N1TC1))\S,1718,816,1123175,1922,-307
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 3 3 true,CTOc1[nH]c2c(TN=C[TH+]O2)c1TSC3(C(I)T3)Br,1332,620,358792,3989,-111
40 maxMarginal true false 2 1 1800 3750 4250 100 200 2 4 true,C1CC(CC2CCSCC2(C(C(COCTCOCCCTC)CT)F))SC1,52,6,117087,3902,140
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 -400 -300 3 4 true,COC1CC(C2TC(COCC3TTOC3(COC(CTC)))TC2)OC1,269,20,244768,2980,-304
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 3 true,S([N+])C(C([C@@]#[C@]SSTR)=[C@]TC1)N1STI,258,101,90802,3613,-35
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 2 true,N#CN(N1N(CC#C[C@@][C@]=CCCl)N=NN1)TN=NC#C,33,1,55663,2895,-104
40 maxMarginalStrength true false 2 1 1800 3750 4250 -200 -100 1 3 true,C1CC(C(CC)CCTCOCCTCOCCOCCOCTCCC(CTC))CC1,78,20,81324,3980,-102
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 3 true,O(TO1)C1C(N=N[TH+][C@]2(=O))N2C=CT[C@]#N,2780,1327,898770,1790,-152
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 2 true,S1ST[C@]C=C(N(T)C=[TH+]OCC#[C@]N=C=S)CS1,812,369,212750,2874,-304
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 2 true,BrON(N(X)[N+]CSc1sccc1Cl)TSC#[C@][C@@]=C=O,580,252,196152,3997,126
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 3 true,I[TH+]SCC(C[C@](=C)CC=NF)(OOTTO1)[N+]1OCl,624,279,226791,3985,-341
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 3 true,c1sncc1C\N=C(T\C=[C@](F)\C(OTTTSTCCF))\C,264,103,89409,2902,14
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 2 true,XTN(R)TN=Cc1ncsc1[N+]=C=[C@@][C@](=CBr)OF,26,0,30703,3040,-137
40 maxMarginalLDS true false 2 1 1800 3750 4250 100 200 3 4 true,C1CC(CC(CTCTCSC2SC(C(C3SCCC3)OT)TC2))SC1,82,6,222468,3764,184
40 maxMarginalLDS true false 2 1 1800 2750 3250 -200 -100 3 2 true,C1TC(C(C2C=CCC2)COOOCC#COCOCC3CTTTC3)TC1,56,4,144079,3200,-166
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 2 true,T=NC=CSN=[C@]N=NTTC(OC1(=CCl))[C@H]1[TH3+],584,251,237216,2296,-208
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 3 true,TTOSOCTOc1occ(X)c1S[C@]#CCC2(C3(CC3)C2)F,3577,1724,750407,3142,131
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 2 true,ClCC/[TH+]=[C@@](c1onnc1Tc2nonc2N(I)CF)/S,267,111,143801,4165,-108
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 2 true,S1SC=[C@H][C@@]2(CS[C@@]2(TCC=NSCT))CTO1,260,102,83698,2774,107
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 100 200 3 2 true,FSC1CC(C2TC(C=CC=CCOCC=CC3TTCTC3)CC2)TC1,40,0,85081,3201,119
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 4 true,N1ON(T([TH+]c2sc(Br)c(CCl)c2F))O[C@@]TST1_,1058,476,229440,3346,133
40 maxMarginalStrengthLDS true false 2 1 1800 0 5000 -400 500 2 4 true,C1CC(CC(C(TCCCCTC(CCTCTC2CCCC2)COC)))TC1,224,18,241074,3200,202
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 4 true,RS(=O)(=O)TT\N=C(S(N=C[C@]1[C@@H]=C1))/T,247,103,460390,1842,-197
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 2 true,O(F)c1cscc1N=[TH+]O[N+]SCT[TH+](X)[C@H]_,127,52,47620,2232,-300
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 3 true,S1S(=O)(=O)T[C@][N+](CCO[C@H]CCTCOI)N=C1,1786,834,388453,3891,-305
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 3 2 true,X\C(c1onnc1N(c2[nH]ncn2)[TH+]3C=CC3)=C\T,1879,890,655789,2140,-153
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 -200 -100 2 2 true,C=CC(C1OC(C#CC=C=C=CTC2TTTTC2)=CC1)=C___,46,2,97631,2200,-137
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 4 true,c1cn(I)nc1SC#CTN(R)O[C@](TC2([TH+]))=C2R,334,140,111113,3170,-174
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 3 4 true,S1N(N([O-])T)C(TCTC2(C3OO3))=C2[C@@H]O1_,2273,1083,1142885,2021,-321
40 maxMarginalLDS true false 2 1 1800 0 5000 -400 500 2 4 true,CCC1CC(C(CC(CC(CCTC2CTCTC2)TCCCTCCC)))C1,62,5,174802,3180,158
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 -400 -300 1 2 true,C#CC(C(C=C=C=C=NCTCTCTCC1TTN=C1))C______,46,3,102381,2240,-341
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 1 3 true,BrOc1scnc1OON=[C@H]ON([C@H])C(Cl)(Cl)SC=C=O,580,252,178549,4371,182
40 maxMarginalStrength true false 2 1 1800 1750 2250 100 200 2 2 true,C=CC(C1TC(C#CC#CTTCT[C@]2CCCC2)TC1)=C___,87,25,105506,2220,129
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 2 true,S=N[C@@]TN(Br)[N+]=NOCC(CCCl)=[C@]c1nnoc1F,50,10,34189,3865,104
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 2 true,O=[N+]CN=NSC1C(CCC2(Cl))[N+]2C=N[C@]STO1_,272,110,156719,3097,103
40 maxMarginal true false 2 1 1800 0 5000 -400 500 2 2 true,C(CCCTCSC)CCSCTCSCTCSCTCC1CTCC(C2CCC2)C1,48,4,148416,4464,422
40 maxMarginalStrength true false 2 1 1800 2750 3250 -400 -300 1 2 true,CTCC(C(=C=CTTC=CC#CCOC=NCTCOC=CC)TCC1)C1,130,48,81903,3110,-317
40 maxMarginalStrength true false 2 1 1800 2750 3250 -200 -100 2 2 true,C1CC(CT)C(CC#CC#CC#CC=CCCOCTC2TTOCC2)TC1,41,0,98652,3080,-158
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 4 true,RN(SC([C@](=C)N1([C@@H]))=C1T[C@]=S)OSTR,193,83,66196,2183,-155
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 3 true,ROc1conc1Sc2cn(R)nc2C(=C3(CC3))C#CO[N+]C,1782,837,829463,3021,170
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 3 true,RN(N1OC=C(N(I)[TH+]SC2[C@]CCC2)T[TH+]1)T,63,17,40000,3130,-302
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 100 200 2 3 true,C1CC(CC(C(CCTCCTCCOCCOCC#CT)C2CCCC2))SC1,211,17,188153,3781,200
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 2 2 true,c1[nH]c2c(STC=[TH+]S[C@H]2)c1T[N+](Br)OCT,25,2,31801,2781,102
40 maxMarginal true false 2 1 1800 3750 4250 -400 -300 3 3 true,C1CC(CC(CTCOCCSOC2COOC(C3TCTCCC3)C2))SC1,45,4,130727,3882,-310
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 4 true,S([O-])[C@]#[N+]SCN(TF)C(SN1(N2CN2))=C1F,1062,480,287152,2843,-140
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 3 3 true,T[N+]N=NTTSc1[nH]ncc1C(Br)(CC2(C3CC3))C2X,253,105,134066,3140,126
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 2 3 true,c1cc2(ON([N+]Br)[TH+]T[C@@H]SC2(=S))nc1TX,64,19,56238,2791,-302
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 1 3 true,IC#[C@@]N(OC)[TH+](X)TOc1c(C=NC#CBr)nsc1X,322,136,97357,4249,-317
40 maxMarginal true false 2 1 1800 1750 2250 -400 -300 2 4 true,C1CC(C(C2CC(CC(COC=[TH+])TTOC)TC2))TC1__,167,65,141347,2230,-378
40 maxMarginalLDS true false 2 1 1800 1750 2250 -400 -300 2 4 true,C1CC(C(C(CC/C=C\C)[O-])(TTC2TTTC2))CC1__,227,17,395918,2060,-353
40 maxMarginalLDS true false 2 1 1800 1750 2250 -200 -100 1 4 true,C(C(C(C(C=C=COC)C\C=C\C)TTC1TTTC1))C____,41,0,118802,2180,-160
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 4 true,BrT\C(O\C=N\C1(TSS[TH+](C(C))[TH+]1))=N\S,2792,1321,522184,2872,-323
40 maxMarginal true false 2 1 1800 1750 2250 -200 -100 1 4 true,C(C(C(C(C=C=COC)C\C=C\C)TTC1TTTC1))C____,41,0,91155,2180,-160
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 2 true,CN=Cc1[nH]ccc1OTSTN=[TH+]C(C#C)(C#C)N=NF,54,13,41327,2751,-112
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 1 2 true,XTc1csnc1OC#CC[C@H]([C@H](I))[C@]SN=NOOF,252,101,97506,4151,132
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 2 3 true,c1[nH]nnc1[TH+][N+](OT(SC))(C)c2c[nH]cn2,135,56,36945,2241,-167
40 maxMarginal true false 2 1 1800 0 5000 -400 500 2 4 true,C(C(CTC(CC)CTC)CTCCCTCTCC)C1CC(C2CCC2)C1,126,44,134244,3180,167
40 maxMarginalStrength true false 2 1 1800 2750 3250 -400 -300 1 4 true,FOCC(C(OC(CCOC(CC#CC#CCTCOC)CTT)T)TC1)C1,72,19,88315,3240,-318
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 3 2 true,R[C@]CTc1oncc1C2(N(C3TT3)O[C@@H]2)S[TH+],1751,820,963656,1971,-329
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 3 true,N(c1[nH]cc(R)n1)(Br)N=CC#[C@]OCCSOC/C=N\S,273,114,92448,3751,-112
40 maxMarginalStrengthLDS true false 2 1 1800 3750 4250 -200 -100 3 3 true,C1C(C2OC(C(OCCOCCTCOCC)C3OCOCC3)OC2)TSC1,40,1,142092,3901,-107
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 2 3 true,[O-]c1[nH]cc(X)c1N(S(T))[C@H]=N[TH+]2CC2,3333,1602,874117,1811,-300
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 4 true,Clc1[nH]nc(Br)c1OTC(F)=[TH+]SC[C@](T(C))=C,31,2,35537,3115,-195
40 maxMarginalStrength true false 2 1 1800 2750 3250 -200 -100 2 4 true,C1CC(C2TC(C(OC(TCCOCCTCCOCCCTT)))CC2)CC1,41,0,115035,3240,-100
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 2 3 true,Ic1nc(C=NN(R)[TH+]ON2(TCC#C[TH+]CBr))c2o1,4332,2085,960523,3968,-350
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 4 true,c1onc(C2CT2)c1N(C(=S)S[TH+](OI))CT/C=C\S,4343,2088,844339,3992,-133
40 maxMarginalLDS true false 2 1 1800 0 5000 -400 500 2 2 true,ClCC1CC(COCC(CCOCCOCCTCTCOCTCC2CTCTC2))C1,64,5,168813,4025,-98
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 3 true,FSOc1onnc1TOCC(C(C(F)C2)=[C@]2O3)[C@]3TX,269,105,104102,2761,-91
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 3 2 true,C=[TH+]SSSCC1(CS1)c2c(C=[C@]N=NO3)c3cn2X,1818,851,561858,3134,-111
40 maxMarginal true false 2 1 1800 2750 3250 100 200 3 3 true,C1TC(C(C2CTCTC2)C=CCCC(C)CCCCC3TCTC3)CC1,41,0,156145,3000,156
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 100 200 2 3 true,C#CC(C1TC(C2CC(C=C=CTTTTC)=CC2)CC1)=C___,41,0,132577,2220,165
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 -200 -100 2 4 true,C=CC(C1TC(C2TC(C(C#CTC)OTF)OT2)=C1)=C___,40,0,101934,2180,-110
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 2 true,[TH3+]SSc1n[nH]c(c2ccoc2SX)c1[TH+]C(TI)I_,82,28,47988,4951,-96
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 3 true,[TH+]=[C@@H]STSSS(=O)(=O)[C@]1(SS1)C2CC2,842,387,270879,2856,-181
40 maxMarginalStrength true false 2 1 1800 1750 2250 100 200 2 4 true,C=CC(C1TC(C2TC(C(CCCTC=CT))CT2)=C1)=C___,43,3,97827,2120,114
40 maxMarginalStrengthLDS true false 2 1 1800 1750 2250 -400 -300 1 4 true,TOCC(C(C(C#COC#CC1TCTC1)=C(T)TC))C______,38,1,90338,2160,-306
40 maxMarginalLDS true false 2 1 1800 1750 2250 -400 -300 2 2 true,C1CC(C(C#CC#CC#C)=[C@]CC=CTC2TTTC2)TC1__,51,5,97040,2180,-345
40 maxMarginal true false 2 1 1800 1750 2250 -400 -300 2 2 true,C1CC(C(C#CC#CC#C)C=[N+]C=CTC2TTTC2)TC1__,73,18,106695,2200,-326
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 4 true,FN=NO[C@](Br)(C(TN1(I))N1N2)N2[N+][C@@]#N,25,0,31188,3918,-100
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 3 3 true,BrS(=O)(=O)Oc1sc2c(SCSN=[N+]T2)c1c3ccccc3,268,112,197793,4183,277
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 1 3 true,N#C[C@@H]\N=C(c1[nH]cnc1[TH+](=CS(T)))/T,33,6,30878,1761,-302
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 2 true,c1onnc1c2nonc2c3snc(R)c3CC#CC(Br)C=[C@@]T,88,29,50356,3760,196
40 domWdegRandom true false 2 1 1800 0 5000 -400 500 2 2 true,F\C=[N+](Cc1oncc1N([O-])[C@H]CTOC2TT2)\C,30,1,30253,2280,-258
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 2 3 true,O=Cc1nn(CR)cc1C(C2TC2(Cl))=NSCS\[TH+]=C\S,639,282,216711,3178,-105
40 maxMarginal true false 2 1 1800 1750 2250 -200 -100 1 2 true,T(C(COC)C=C=C=C=C=C=C=C=COC)TC1TTTC1____,39,0,104588,2240,-106
40 maxMarginalLDS true false 2 1 1800 2750 3250 100 200 2 3 true,C1CC(CC(CC(CC=CTC=CCCSCTC=C))C2TCTC2)TC1,41,0,88830,3161,116
40 maxMarginalLDS true false 2 1 1800 1750 2250 -200 -100 1 2 true,T(C(COC)C=C=C=C=C=C=C=C=COC)TC1TTTC1____,39,0,129835,2240,-106
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 1 3 true,C(I)CO/C(SC(N1TT1)S[C@@][N+]=NCl)=[TH+]\S,43,7,39427,3837,-173
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 2 3 true,XS[N+](C)([C@](=CSST1)[C@H]1OOC2)[C@]2TX,34,5,36346,2223,-300
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 2 true,FSCOTN=[TH+]O[C@](=C(Br))[C@]CC#CC1TTCTO1,1744,816,473078,3090,-367
40 maxMarginalStrength true false 2 1 1800 3750 4250 100 200 2 2 true,C1CC(C(SCTCTCC=CCCCCCCCOCCOCC2TCTC2))SC1,41,0,91075,4122,118
40 domWdegRandom true false 2 1 1800 2750 3250 -200 -100 1 4 true,N1ON=[TH+][TH+]N=C(S[TH+](Br)OC(Br)(C))N1_,1956,925,392664,3209,-178
40 maxMarginal true false 2 1 1800 3750 4250 100 200 2 2 true,C1CC(CCSCCOCCOCC(CTCCCOCTCCC2COCTC2))TC1,41,0,98931,4141,166
40 domWdegRandom true false 2 1 1800 1750 2250 100 200 2 2 true,T=[N+]N1ON=NN([C@@]C2(OCT))[C@@]2[C@]SC1,577,253,251288,2161,112
40 domWdegRandom true false 2 1 1800 3750 4250 -200 -100 2 4 true,S=NN1CS[N+]2(N=NON2)C=[C@](C(C)(I)Cl)CT1_,1302,605,345419,4056,-102
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 2 2 true,CT[C@@]c1c(ON(CTCCOI)N2)c2oc1O\C=[TH+]/S,277,110,110167,3830,-322
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 3 2 true,S=Nc1onnc1C=[TH+][C@](CBr)c2cc(TSOC3)c3s2,1048,479,471927,3752,124
40 domWdegRandom true false 2 1 1800 3750 4250 -400 -300 3 3 true,N1=COC(C(OTCTCOI)C(TC=C2)N2[C@H]S3)N3C1_,2268,1074,661222,3810,-304
40 domWdegRandom true false 2 1 1800 3750 4250 100 200 2 3 true,Tc1c(Br)n(Br)nc1N=C=N[N+](=CC[C@@H]SS2)C2F,276,113,125110,4130,153
40 domWdegRandom true false 2 1 1800 1750 2250 -200 -100 1 2 true,O=[C@][C@]c1nc(Cl)c([TH+]CN=[TH+]CTOTX)s1,32,3,30896,2186,-144
40 maxMarginalStrengthLDS true false 2 1 1800 2750 3250 -400 -300 3 2 true,COC1CC(C2TC(COCC#CC#CC#CC3TTTOC3)OC2)TC1,37,1,91409,2980,-301
40 domWdegRandom true false 2 1 1800 2750 3250 100 200 1 3 true,RSN=C=NOTC=CCC(=C(C))C[C@@H](SN1)C1N=NF_,269,106,110044,3012,179
40 domWdegRandom true false 2 1 1800 1750 2250 -400 -300 2 3 true,Clc1[nH]c2c(TC[TH+](T)N2)c1C[N+]=C(CR)OOR,2298,1098,466188,2145,-339
40 maxMarginalLDS true false 2 1 1800 1750 2250 100 200 3 4 true,C1CC(C(C2CCTCC2)(C3C(C[C@]OT)TTC3))TC1__,40,0,118626,2200,133
40 domWdegRandom true false 2 1 1800 2750 3250 -400 -300 1 2 true,N1[C@]=C[N+](CTOO(CT[TH+]I))=[N+]C=NT1__,327,139,88829,2829,-340
