[INFO] Scanning for projects...
[INFO] 
[INFO] -------------------------< minicpbp:minicpbp >--------------------------
[INFO] Building minicpbp 1.0
[INFO]   from pom.xml
[INFO] --------------------------------[ jar ]---------------------------------
[INFO] 
[INFO] --- exec:3.1.0:java (default-cli) @ minicpbp ---
nb eq ; ineq 4 ; 0
maxMarginal
c Warning: method updateBelief not implemented yet for LinEqSystemModP constraint. Using uniform belief instead.
[INFO] Now solving
No restarts
ROTOC(COCTC(C)CTC#CC(CTC)C(=S))C________ weight of 2561 logP of 0
S(CCC(CTCTC(C)CTCTCC(C#C)C=NX))C________ weight of 2511 logP of 0
FTTTC(CCCTC(CCCTC=CC(C)C)C(#N))C________ weight of 2370 logP of 0
TTSTC(C=CTC(COCTC#CC(C1C=CN1)))C________ weight of 2351 logP of 0
O(X)C(C(CTC(CSCTCSCC(C)C1CT1)))C________ weight of 2602 logP of 0
TOSCC(C=CTC(C)CTCTCC(CCC(CCX)))C________ weight of 2701 logP of 0
C(Cl)C(C=CTC(C#CTCCCC(CTC#CCX)))C________ weight of 2485 logP of 0
FON=C(CCCTC(C(CTCCCC(C)C=CCR)))C________ weight of 2690 logP of 0
TOTSC(C(CTC(C)CTCOCC(C=CCCCR)))C________ weight of 2721 logP of 0
TTN(C(C=CTC(CSCTC)CC(COC=CCR)))C________ weight of 2551 logP of 0
T(F)C(CCCTC(C=CTC=CC(CTC=CCT)))C________ weight of 2220 logP of 0
XN=CC(C=CTC(C(CTCCCC(C)CTCCCl)))C________ weight of 2695 logP of 0
ROOOC(CSCTC(CTCTCCCC(C)C=C(R)))C________ weight of 2741 logP of 0
O(OOC(C#CTC(C)CTC#CC(C)CTC(F)))C________ weight of 2400 logP of 0
FON=C(CCCTC(C=CTCCCC(C)C(CTT)))C________ weight of 2550 logP of 0
S=C(C(C#CTC(CSCTCTCC(C)CCCTX)))C________ weight of 2682 logP of 0
CCTTC(C#CTC(CSCTC(CC(C)C=CSR)))C________ weight of 2682 logP of 0
CSCTC(C=CTC(C)CTC#CC(C(CTCOT)))C________ weight of 2521 logP of 0
TOOOC(CTCTC(C=CTC#CC(CSC=COT)))C________ weight of 2701 logP of 0
O(OTC(C=CTC(C=CTC)CC(CCCCCOX)))C________ weight of 2540 logP of 0
FC(=C(C=CTC(COCTC)CC(CTCTCOR)))C________ weight of 2420 logP of 0
CSN=C(CTCTC(C)CTC(CC(C=COCOR)))C________ weight of 2711 logP of 0
FTCCC(C)CTC(CTCTC#CC(CTC(COF)))C________ weight of 2580 logP of 0
T=CCC(C)CTC(C(CTCOCC(CTC#COCl)))C________ weight of 2705 logP of 0
S=CTC(C(CTC(C#CTC)CC(C=CTCTF)))C________ weight of 2381 logP of 0
N#CCC(COCTC(C)CTC=CC(COC(CTF)))C________ weight of 2690 logP of 0
FSN=C(C#CTC(C)CTC#CC(CTC(CTF)))C________ weight of 2551 logP of 0
T=CTC(CCCTC(CSCTC=CC(C=CTC=O)))C________ weight of 2501 logP of 0
TCTTC(C=CTC(COCTC)CC(COC(C=O)))C________ weight of 2400 logP of 0
XCN=C(CTCTC(CCCTC)CC(CCC=C(F)))C________ weight of 2530 logP of 0
FN(CC(C=CTC(C)CTC#CC(C/C=C/S)))C________ weight of 2531 logP of 0
TTC=C(C)CTC(CSCTC(CC(C)CCCCTC))C________ weight of 2681 logP of 0
RTN=C(CCCTC(C)CTC#CC(C)C(COTCl))C________ weight of 2555 logP of 0
FN=CC(C=CTC(C(CTC)CC(C)C=CSTT))C________ weight of 2551 logP of 0
S(C)C(COCTC(CTCTC=CC(C)C#CSTR))C________ weight of 2702 logP of 0
C(F)C(CTCTC(C=CTC)CC(C=C=CCTT))C________ weight of 2220 logP of 0
S=NOC(C=CTC(C)CTC#CC(C=C=CTTR))C________ weight of 2331 logP of 0
FC=NC(C)CTC(CTCTC=CC(COCCCOTT))C________ weight of 2710 logP of 0
C=C=C(CSCTC(C)CTC(CC(C)CTCTOF))C________ weight of 2721 logP of 0
C(OTC(CTCTC(C)CTC)CC(CCCOCN=T))C________ weight of 2550 logP of 0
XTCTC(C)CTC(COCTCOCC(C1COCOO1))C________ weight of 2740 logP of 0
XN(CC(C)CTC(CTCTCCCC(C)C1COS1))C________ weight of 2711 logP of 0
S=CTC(C)CTC(C=CTC#CC(C=CCCN=O))C________ weight of 2611 logP of 0
CTOTC(C)CTC(CCCTC#CC(COC=CC#C))C________ weight of 2600 logP of 0
O(TOC(C)CTC(CCCTC)CC(C)C(C=NT))C________ weight of 2410 logP of 0
S=NTC(C)CTC(COCTCCCC(C=C[C@@]))C________ weight of 2551 logP of 0
RTCTC(C=CTC(C#CTC)CC(COC1C=N1))C________ weight of 2170 logP of 0
ROC=C(C=CTC(COCTC)CC(CTCTCOOF))C________ weight of 2740 logP of 0
RCC(C(C=CTC(C=CTC)CC(C)C#CCSF))C________ weight of 2661 logP of 0
T=CCC(C=CTC(C=CTC)CC(CTC[C@@]))C________ weight of 2040 logP of 0
TTTOC(C=CTC(CCCTC1CC(C)COCCO1))C________ weight of 2540 logP of 0
FTOTC(C#CTC(C#CTC=CC(C)C#CSOX))C________ weight of 2501 logP of 0
XTC=C(C(CTC(C(CTC#CC=C=CTC))F))C________ weight of 2040 logP of 0
FOC(C(C#CTC(C(CTC#CC=CTCOC))F))C________ weight of 2540 logP of 0
T(N=C(C#CTC(C(CTC(CC=C)CSC))F))C________ weight of 2391 logP of 0
T(TCC(CTCTC(C(CTC#CC)COC(C))Cl))C________ weight of 2425 logP of 0
CN(TC(CTCTC(C(CTCOCC)C(C#C))F))C________ weight of 2410 logP of 0
RCN(C(C=CTC(C(CTC=CCCC#CTC))R))C________ weight of 2170 logP of 0
XCCCC(C=CTC(C(CTCSCCTCOC(C))T))C________ weight of 2701 logP of 0
CC=CC(CTCTC(C(CTC(CCTCOCOC))R))C________ weight of 2540 logP of 0
O(T)C(CSCTC(C(CTC(CCTCOC=C))R))C________ weight of 2441 logP of 0
FC=CC(CTCTC(C(CTC#CCSC#C(C))C))C________ weight of 2641 logP of 0
O=CSC(CTCTC(C(CTC(CCTCCCTCC))))C________ weight of 2701 logP of 0
O(T)C(C=CTC(C(CTC(CC#CSC=CC))))C________ weight of 2361 logP of 0
S(C=C(COCTC(C(CTC=CC=COC)CC)R))C________ weight of 2681 logP of 0
TCN(C(C=CTC(C(CTC#CC#C)C=CC)T))C________ weight of 2130 logP of 0
ROOCC(COCTC(C(CTCCCC#CTC#CC)T))C________ weight of 2640 logP of 0
CTC=C(C)CTC(C(CTC(CCTC#CSCC)F))C________ weight of 2681 logP of 0
O(C#C(C=CTC(C(CTCCCCOC=CCCX))))C________ weight of 2480 logP of 0
CC#CC(C#CTC(C(CTCOCCOC#CCCX)X))C________ weight of 2580 logP of 0
XOC=C(CCCTC(C(CTC)CC#COC(CX)F))C________ weight of 2540 logP of 0
COTTC(C=CTC(C(CTCCCC=C(CCCT))))C________ weight of 2360 logP of 0
TCOTC(CSCTC(C(CTC=CC=COC#CT)C))C________ weight of 2661 logP of 0
T(C(C(C)CTC(C(CTCCCC)COC=CT)Cl))C________ weight of 2585 logP of 0
CCOCC(C#CTC(C(CTC=CCOCTCOCT)X))C________ weight of 2660 logP of 0
S=COC(C#CTC(C(CTC(CCTC=C)CT)C))C________ weight of 2501 logP of 0
CSC(C(C)CTC(C(CTCTCC#C)C(CT)X))C________ weight of 2381 logP of 0
TSN=C(C#CTC(C(CTC)CCSC(COCT)T))C________ weight of 2712 logP of 0
T(OSC(C)CTC(C(CTC=CC=CSC#CR)F))C________ weight of 2722 logP of 0
C(N=C(C=CTC(C(CTC(CC)CCC)CR)C))C________ weight of 2350 logP of 0
CN=CC(C(CTC(C(CTCTCCCC#C)CR)Cl))C________ weight of 2675 logP of 0
FC=NC(CTCTC(C(CTC#CCOC(CSCR))))C________ weight of 2711 logP of 0
XCOOC(C(CTC(C(CTCCCCTCCCOCR))))C________ weight of 2720 logP of 0
FOCTC(CTCTC(C(CTCSCC#COC(CR))))C________ weight of 2741 logP of 0
XTOSC(C=CTC(C(CTC(CC=C)CCCF)T))C________ weight of 2581 logP of 0
[C@]C(C#CTC(C(CTC=CCTCSCCCCl)X))C________ weight of 2706 logP of 0
O(R)C(C(CTC(C(CTC=CC=C)C#CBr)T))C________ weight of 2689 logP of 0
CC(OC(C(CTC(C(CTCSCC)CTCTC)T)))C________ weight of 2581 logP of 0
RC(OC(C#CTC(C(CTCOCC)C=C)CCTCl))C________ weight of 2705 logP of 0
TCCTC(CSCTC(C(CTC)CC)C#C(COTF))C________ weight of 2721 logP of 0
O(TCC(CCCTC(C(CTC)CC)C)C#C(TT))C________ weight of 2220 logP of 0
C(SOC(C#CTC(C(CTCCCC)C)C=CTTR))C________ weight of 2521 logP of 0
CC=NC(COCTC(C(CTC#CC)COCCCTTX))C________ weight of 2650 logP of 0
TCSOC(C(CTC(C(CTCOCC)C/C=C\T)))C________ weight of 2581 logP of 0
O(OTC(C#CTC(C(CTCOCC)C#C)CTOX))C________ weight of 2380 logP of 0
T(TTC(C)CTC(C(CTC=CC)C=COCCOCl))C________ weight of 2585 logP of 0
TOOSC(C1CTC(C(CTC#CC)COC)C1(F))C________ weight of 2741 logP of 0
TSCOC(C=CTC(C(CTCOCC)C)CTCC(X))C________ weight of 2721 logP of 0
TSCOC(C(CTC(C(CTC=CC)C)C=CTST))C________ weight of 2722 logP of 0
FC=NC(COCTC(C(CTCTCC)C)C=C(SX))C________ weight of 2731 logP of 0
O(STC(CTCTC(C(CTCCCC)CCC#COX)))C________ weight of 2701 logP of 0
XON(C(CSCTC(C(CTC#CC)CTC(C)X)))C________ weight of 2411 logP of 0
C(S(C(C)CTC(C(CTC#CC)CTCSC#N)))C________ weight of 2672 logP of 0
XSCSC(C(CTC(C(CTCOCC)CTC#C)=T))C________ weight of 2702 logP of 0
O(TSC(CTCTC(C(CTCTCC)CCC#C)=C))C________ weight of 2521 logP of 0
XN(TC(CCCTC(C(CTC#CC)CSC#C)=C))C________ weight of 2471 logP of 0
S(N=C(COCTC(C(CTCTCC=CSC#C)T)))C________ weight of 2692 logP of 0
O(O(C(CTCTC(C(CTCCCCCC)C)C)TX))C________ weight of 2420 logP of 0
RC=CC(CCCTC(C(CTC#CCSC(C)C)TX))C________ weight of 2501 logP of 0
TC(OC(C)CTC(C(CTC(CC=C)CCC)OX))C________ weight of 2400 logP of 0
FTOTC(C)CTC(C(CTC(CC=CCC=C)OC))C________ weight of 2560 logP of 0
N(=NC(C1CTC(C(CTC=CC=CCC)C)O1))C________ weight of 2340 logP of 0
FTCOC(CCCTC(C(CTCOCCTC=C=C)OT))C________ weight of 2720 logP of 0
XON=C(C)CTC(C(CTCOCCOC=C(C)OF))C________ weight of 2750 logP of 0
ClC(TC(C#CTC(C(CTC#CC#C)CTC)OCl))C________ weight of 2690 logP of 0

	#choice: 422606
	#fail: 210287
	execution time (ms): 8565439
	#sols : 1000
	completed : false

[INFO] ------------------------------------------------------------------------
[INFO] BUILD SUCCESS
[INFO] ------------------------------------------------------------------------
[INFO] Total time:  02:22 h
[INFO] Finished at: 2025-03-26T18:48:01-04:00
[INFO] ------------------------------------------------------------------------
